"PInumber","ISnum","LIB","Sample","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion Missing","Proportion Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Continent"
NA,NA,"IUFQ","Acc220246",NA,NA,"Gates","remove",NA,0.13709352055145,0.0230681713994781,1.205835,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFR","Acc220247",NA,NA,"Gates","remove",NA,0.146140193129343,0.0239044346139671,1.268169,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFS","Acc220249",NA,NA,"Gates",NA,NA,0.130300092966634,0.0233826472742267,1.3312,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFT","Acc220250",NA,NA,"Gates",NA,NA,0.129280191451645,0.0232674221185115,1.259789,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFU","Acc220251",NA,NA,"Gates",NA,NA,0.13385373388249,0.0240734393272132,1.303055,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFW","Acc220252",NA,NA,"Gates",NA,NA,0.126734527918761,0.0222167780049671,1.253827,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFX","Acc23635",NA,NA,"Gates",NA,NA,0.106934007555186,0.0206186632985918,0.995147,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFY","Acc23636",NA,NA,"Gates",NA,NA,0.105884933512565,0.0194351798937654,1.132055,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFZ","Acc23637",NA,NA,"Gates",NA,NA,0.0963357558270529,0.0159108770187677,0.995671,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGA","Acc23638",NA,NA,"Gates",NA,NA,0.105548229301059,0.0210654644677142,1.033482,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGB","Acc23639",NA,NA,"Gates",NA,NA,0.108941781811955,0.0170588627051412,1.035402,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGC","Acc23640",NA,NA,"Gates",NA,NA,0.202030125071666,0.0157683260175346,0.833263,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGD","Acc23642",NA,NA,"Gates",NA,NA,0.0974275626311568,0.0162423707195395,1.008809,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGE","Acc23643",NA,NA,"Gates",NA,NA,0.0961787455119855,0.0161987276283196,1.014437,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGF","Acc23644",NA,NA,"Gates",NA,NA,0.0970624900776663,0.020988895254012,1.000421,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGG","Acc23645",NA,NA,"Gates",NA,NA,0.0962967112273329,0.0177554282709567,1.027219,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGH","Acc23650",NA,NA,"Gates",NA,NA,0.106289300240632,0.0187841205357065,1.090783,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGI","Acc23651",NA,NA,"Gates",NA,NA,0.0899992443427966,0.028415216520635,0.893727,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGJ","Acc23652",NA,NA,"Gates",NA,NA,0.102789262457772,0.0231962631103427,0.997944,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGK","Acc23653",NA,NA,"Gates",NA,NA,0.100578112423767,0.0243019860582972,1.056194,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGL","Acc23654",NA,NA,"Gates",NA,NA,0.102684773784657,0.0188035085567953,1.138544,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGM","Acc27911",NA,NA,"Gates",NA,NA,0.0814489206927366,0.0195821063465773,1.023206,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGN","Acc27919",NA,NA,"Gates",NA,NA,0.100723559103832,0.017261780314594,1.060047,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGP","Acc28545",NA,NA,"Gates",NA,NA,0.0792821395220503,0.014249401833716,1.060388,9,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGQ","Acc28546",NA,NA,"Gates",NA,NA,0.116376866351971,0.0219401636692933,1.245969,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGR","Acc28547",NA,NA,"Gates",NA,NA,0.0900616380568379,0.0155812000170783,1.017116,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGS","Acc28548",NA,NA,"Gates",NA,NA,0.0989638067930116,0.0150503689167726,1.047325,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGT","Acc28549",NA,NA,"Gates",NA,NA,0.0585805430055607,0.0386515495245448,0.71496,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGU","Acc28550",NA,NA,"Gates",NA,NA,0.0634402923353482,0.0187354708934651,1.025796,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGW","Acc28551",NA,NA,"Gates",NA,NA,0.0701490031217655,0.0121754787020827,1.082608,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGX","Acc28553",NA,NA,"Gates",NA,NA,0.116788969900579,0.0213218247170465,1.239798,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGY","Acc28556",NA,NA,"Gates",NA,NA,0.116556643440029,0.0219506865090483,1.292264,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUGZ","Acc28557",NA,NA,"Gates",NA,NA,0.0839675746800762,0.0562229805200158,0.684002,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHA","Acc69046",NA,NA,"Gates",NA,NA,0.118187088244816,0.0216569261087226,1.238687,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHB","Acc69212",NA,NA,"Gates",NA,NA,0.126887406383432,0.0209887079479547,1.128933,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHC","Acc69217",NA,NA,"Gates",NA,NA,0.116894789639593,0.0176623434368911,0.985362,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHD","Acc69498",NA,NA,"Gates",NA,NA,0.110121633079206,0.0224949722178361,1.186321,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHE","Acc69499",NA,NA,"Gates",NA,NA,0.101555946710222,0.0209461175182026,1.199573,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHF","Acc69504",NA,NA,"Gates",NA,NA,0.112313787693602,0.0247039929004717,1.297053,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHG","Acc69506",NA,NA,"Gates",NA,NA,0.104422840813531,0.021256824322025,1.177947,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHH","Acc69507",NA,NA,"Gates",NA,NA,0.124037705214659,0.0247626016430545,1.522414,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHI","Acc69508",NA,NA,"Gates",NA,NA,0.10476129204903,0.0326669411929204,1.10955,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHJ","Acc69512",NA,NA,"Gates",NA,NA,0.147011930371388,0.0187116789792418,1.107958,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHK","Acc69513",NA,NA,"Gates",NA,NA,0.133518804425517,0.0233877373628885,1.179158,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHL","Acc69558",NA,NA,"Gates",NA,NA,0.123045035089532,0.0288226804331043,1.092238,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHM","Acc69560",NA,NA,"Gates",NA,NA,0.118343211182617,0.021056585025366,1.136959,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHN","Acc69568",NA,NA,"Gates",NA,NA,0.12867006411994,0.0250489540347647,1.245391,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHP","Acc69570",NA,NA,"Gates",NA,NA,0.119976928191075,0.0269129805080215,1.08206,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHQ","Acc69571",NA,NA,"Gates",NA,NA,0.124933568026133,0.022545784002468,1.186125,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHR","Acc69572",NA,NA,"Gates",NA,NA,0.123740600213664,0.0260633895137753,1.227768,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHS","Acc69573",NA,NA,"Gates",NA,NA,0.117622799495027,0.0221620002532394,1.156367,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHT","Acc9577",NA,NA,"Gates",NA,NA,0.125726689188487,0.0215616205482371,1.219427,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHU","Argiti",NA,NA,"Gates",NA,NA,0.0804451306212403,0.0140271366719192,1.080262,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUHW","Melkam",NA,NA,"Gates",NA,NA,0.0906409567590764,0.0154983921417613,1.122715,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IXQW","SSM0501",NA,NA,"Gates",NA,NA,0.165935500151478,0.0216570734953082,1.350788,20,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IXQX","SSM0547",NA,NA,"Gates",NA,NA,0.158979627065839,0.0226726125746081,1.299044,19,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IXQY","SSM1102",NA,NA,"Gates",NA,NA,0.168217335330857,0.0184547286506151,1.111781,5,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IXQZ","SSM1123",NA,NA,"Gates",NA,NA,0.147113174571373,0.0193644350872794,1.07617,5,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IXRA","SSM1046",NA,NA,"Gates",NA,NA,0.157807540349668,0.0458862880967421,0.918982,1,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IZGX","Mal004_504","Ma004","Darrell-Ken R/","Gates",NA,NA,0.118946572262666,0.0227928065110506,1.35334,20,"Breeding",NA,"Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZGY","Mal011_478","Ma011","Grinkan /R","Gates",NA,NA,0.119883698117027,0.0211483904548972,1.181496,8,"Breeding","Guinea-caudatum","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZGZ","Mal116_468","Ma116","Nioro36","Gates",NA,NA,0.11182778225703,0.0193531001461909,1.256499,17,"Landrace","Guinea","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHA","Mal119_480","Ma119","Nioro47","Gates",NA,NA,0.101561881045691,0.0231067633873269,1.003923,5,"Landrace","Caudatum","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHB","Mal124_518","Ma124",NA,"Gates",NA,NA,0.112130960246192,0.0210039536214524,1.328205,20,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZHC","Mal181_492","Ma181","SOROSSOKO-OU","Gates",NA,NA,0.115915568826159,0.020976777075533,1.291604,4,"Landrace","Guinea","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHD","Mal189_521","Ma189","KELEKERI","Gates",NA,NA,0.0839167168704977,0.0388478318127371,0.848777,8,"Landrace","Guinea","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHE","Mal197_475","Ma197","MAKA KENIKE","Gates",NA,NA,0.0953123048029988,0.0161424158364225,1.038692,5,"Landrace","Bicolor","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHF","Mal199_470","Ma199","ROUGA HOMO SORGHO","Gates",NA,NA,0.0831420919780402,0.0147551450920635,1.046678,9,"Landrace","Caudatum","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHG","Mal202_486","Ma202","HOMO THIRE","Gates",NA,NA,0.104990595880767,0.0190511452669966,1.175866,14,"Landrace","Guinea","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHI","Sen024_040","Sn024","Kénélé","Gates",NA,NA,0.107656859530259,0.0192998083599417,1.196984,17,"Landrace","Guinea","Senegal","Farako Bâ (Haute Volta)",NA,NA,NA,"Africa"
NA,NA,"IZHJ","Sen028_007","Sn028","Héguéri","Gates",NA,NA,0.108467312279846,0.0171332059092033,1.064407,19,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZHK","Sen038_087","Sn038","Senguirane","Gates",NA,NA,0.104205433383271,0.0207435785905687,1.186366,17,"Landrace","Guinea","Senegal","Mont-Roland",14.92082,-16.99047,NA,"Africa"
NA,NA,"IZHL","Sen060_058","Sn060","SL  456","Gates",NA,NA,0.107632928074606,0.0208422707078469,1.247418,17,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZHM","Sen073_004","Sn073","Sans nom SEN1","Gates",NA,NA,0.117232076192431,0.0275024195209485,1.237021,17,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZHN","Mal087_476","Ma087","G1","Gates",NA,NA,0.097671730032105,0.0167788940296018,1.001113,5,"Landrace","Guinea","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZHP","Mal169_473","Ma169","SABA KORE","Gates",NA,NA,0.0763173566140457,0.0424273819681157,0.936253,20,"Landrace","Guinea-caudatum","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZIF","Ni179_139","Ni179","Kaurari","Gates",NA,NA,0.0762831371282115,0.0272842573685726,0.941906,9,"Landrace","Durra-caudatum","Niger","10.Rigaguen Marke",13.4847777777778,9.35469444444444,NA,"Africa"
NA,NA,"IZIG","Ni200_256","Ni200",NA,"Gates",NA,NA,0.086821906848958,0.0409272741561812,0.861393,13,"Landrace","Durra-caudatum","Niger","17.Hawan Dawaki",13.3600555555556,8.23591666666667,NA,"Africa"
NA,NA,"IZIH","Ni202_133","Ni202","Kaura Mai Sauri-10% moldy","Gates",NA,NA,0.12374281865683,0.0248058838580151,1.353166,20,"Landrace","Durra-caudatum","Niger","18.Samiya",13.2700277777778,8.23319444444444,NA,"Africa"
NA,NA,"IZII","Ni205_177","Ni205",NA,"Gates",NA,NA,0.0818004884734546,0.0369838374236908,1.046213,20,"Landrace","Durra-caudatum","Niger","19.Botsotsoia",13.2328333333333,8.22927777777778,NA,"Africa"
NA,NA,"IZIJ","Ni208_162","Ni208","Kaura","Gates",NA,NA,0.114263549661583,0.0203452133210064,1.204179,13,"Landrace","Durra-caudatum","Niger","19.Botsotsoia",13.2263888888889,8.22933333333333,NA,"Africa"
NA,NA,"IZIK","Ni213_188","Ni213","Kaura","Gates",NA,NA,0.11153164782492,0.019606860889108,1.255562,13,"Landrace","Durra-caudatum","Niger","22.Jimai",13.3076111111111,8.07494444444444,NA,"Africa"
NA,NA,"IZIL","Ni214_254","Ni214","Kaurari","Gates",NA,NA,0.122862734522373,0.0228184728699924,1.318437,4,"Landrace","Durra-caudatum","Niger","23.Guidan Kwagui",13.32375,8.04716666666667,NA,"Africa"
NA,NA,"IZIM","Ni217_176","Ni217","Kaurari ** clean grain","Gates",NA,NA,0.117584614542034,0.0202054186239129,1.109415,8,"Landrace","Durra-caudatum","Niger","25.Guidan Tanko",13.4235277777778,7.78363888888889,NA,"Africa"
NA,NA,"IZIN","Ni218_249","Ni218",NA,"Gates",NA,NA,0.0858052220765599,0.0236580285026803,0.966537,5,"Landrace","Durra-caudatum","Niger","25.Guidan Tanko",13.4235277777778,7.78363888888889,NA,"Africa"
NA,NA,"IZIP","Ni224_310","Ni224","Ja Dawa","Gates",NA,NA,0.111197217517659,0.0208855736313097,1.309566,20,"Landrace","Durra-caudatum","Niger","27.Tiki Route",13.2477222222222,7.73641666666667,NA,"Africa"
NA,NA,"IZIQ","Ni226_217","Ni226","Ja Dawa","Gates",NA,NA,0.10848134393287,0.0187869774263512,1.085284,8,"Landrace","Durra-caudatum","Niger","28.Tiki Hameau",13.2446666666667,7.72319444444444,NA,"Africa"
NA,NA,"IZIR","Ni230_247","Ni230",NA,"Gates",NA,NA,0.107379332290203,0.0245393438346987,1.227852,20,"Landrace","Durra-caudatum","Niger","28.Tiki Hameau",13.2446666666667,7.72319444444444,NA,"Africa"
NA,NA,"IZIS","Ni242_262","Ni242",NA,"Gates",NA,NA,0.124569549233147,0.0224027977665053,1.334884,20,"Landrace","Durra-caudatum","Niger","29.Karangui",13.188,7.72622222222222,NA,"Africa"
NA,NA,"IZIT","Ni271_124","Ni271",NA,"Gates",NA,NA,0.116720336815134,0.0264872778943142,1.343624,20,"Landrace","Durra-caudatum","Niger","33.Gangara",13.0732777777778,7.17775,NA,"Africa"
NA,NA,"IZIU","Ni289_261","Ni289","Ja Dawa","Gates",NA,NA,0.117329576769572,0.021385181681648,1.319089,20,"Landrace","Durra-caudatum","Niger","33.Gangara",13.0732777777778,7.17775,NA,"Africa"
NA,NA,"IZIW","Ni291_156","Ni291","Ja Dawa-grain relatively clean","Gates",NA,NA,0.0712357075065877,0.0215036089752828,1.059096,9,"Landrace","Durra-caudatum","Niger","34.Karamney",13.0241944444444,7.04602777777778,NA,"Africa"
NA,NA,"IZIX","Ni293_172","Ni293","Ja Dawa","Gates",NA,NA,0.126704717588719,0.0230400018290252,1.339007,20,"Landrace","Durra-caudatum","Niger","34.Karamney",13.0241944444444,7.04602777777778,NA,"Africa"
NA,NA,"IZIY","Ni295_302","Ni295","El Dan Mato","Gates",NA,NA,0.108882382996188,0.0211613037819775,1.33371,20,"Landrace","Durra-caudatum","Niger","35.Mai Dokoki",13.1237222222222,7.00841666666667,NA,"Africa"
NA,NA,"IZIZ","Ni297_112","Ni297","Bouhou Banza","Gates",NA,NA,0.123096891198535,0.0242074197793657,1.392142,20,"Landrace","Durra-caudatum","Niger","35.Mai Dokoki",13.1237222222222,7.00841666666667,NA,"Africa"
NA,NA,"IZJA","Ni331_109","Ni331",NA,"Gates",NA,NA,0.106204999400327,0.0225858720766735,1.122786,9,"Landrace",NA,"Niger",NA,NA,NA,NA,"Africa"
NA,NA,"IZJB","Ni343_155","Ni343",NA,"Gates",NA,NA,0.113511747003195,0.027288432495543,1.337227,20,"Landrace",NA,"Niger",NA,NA,NA,NA,"Africa"
NA,NA,"IZJC","Ni344_225","Ni344",NA,"Gates",NA,NA,0.0947063370522298,0.0247191631438608,1.10911,9,"Landrace",NA,"Niger",NA,NA,NA,NA,"Africa"
NA,NA,"IZJD","Ni355_098","Ni355",NA,"Gates",NA,NA,0.101191816995077,0.0182420429533138,1.16289,14,"Landrace",NA,"Niger",NA,NA,NA,NA,"Africa"
NA,NA,"IZJE","Ni364_210","Ni364",NA,"Gates",NA,NA,0.107323288869724,0.020877848088781,1.182974,17,"Landrace",NA,"Niger",NA,NA,NA,NA,"Africa"
NA,NA,"IZJF","Sen023_024","Sn023","Flattie Ba","Gates",NA,NA,0.108066051372211,0.0202733961109702,1.205383,17,"Landrace","Guinea","Senegal","M'Pesoba (Mali)",NA,NA,NA,"Africa"
NA,NA,"IZJG","Sen045_012","Sn045","Wan Bassi","Gates",NA,NA,0.107685754752495,0.0208933522787626,1.038334,19,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZJH","Sen053_041","Sn053","Diériker Ndélé","Gates",NA,NA,0.108584390617927,0.0202994945377953,1.184848,17,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,"Africa"
NA,NA,"IZJI","Sen056_080","Sn056","Fellah  Blanc 4","Gates",NA,NA,0.10771986331617,0.0337427856414826,1.078982,4,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,"Africa"
NA,NA,"IZJJ","Sen057_083","Sn057","SL  179","Gates",NA,NA,0.111727120398377,0.0201158849145286,1.156123,17,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZJK","Sen070_027","Sn070","Sarakholé Mbilor","Gates",NA,NA,0.119828708457052,0.0218748226811707,1.173354,8,"Landrace","Guinea","Senegal","Mbilor",16.51667,-15.58333,NA,"Africa"
NA,NA,"IZJL","Sen072_078","Sn072","SL   516","Gates",NA,NA,0.136654601571074,0.0162976527539783,1.146043,17,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZJM","Sen089_005","Sn089","57-28","Gates",NA,NA,0.111506884453081,0.0222909385913133,1.17774,8,"Landrace","Guinea-caudatum","Senegal","Florentus Sourenço Mozambique)",NA,NA,NA,"Africa"
NA,NA,"IZJN","Sen091_023","Sn091","56-15","Gates",NA,NA,0.113763762146843,0.0216155442124284,1.075233,19,"Landrace","Guinea","Senegal","Cameroun",NA,NA,NA,"Africa"
NA,NA,"IZJP","Sen113_051","Sn113","SL 291","Gates",NA,NA,0.117658488699458,0.0224562803338596,1.311377,4,"Landrace","Guinea","Senegal",NA,NA,NA,NA,"Africa"
NA,NA,"IZJQ","Tog051_464","Tg051","Adjito","Gates",NA,NA,0.11664441059778,0.0221042723847231,1.33598,4,"Landrace","Guinea","Togo","Pissarè",9.96443,1.11149,NA,"Africa"
NA,NA,"IZJR","Tog064_378","Tg064",NA,"Gates",NA,NA,0.111509685237578,0.0221597048052664,1.302331,4,"Landrace","Guinea","Togo","Namon market",9.71572,0.79827,NA,"Africa"
NA,NA,"IZJS","Tog069_376","Tg069","Djeffela blanc","Gates",NA,NA,0.120269734958435,0.0237625558173358,1.374718,4,"Landrace","Guinea","Togo","Kpadéba",9.49146,1.11142,NA,"Africa"
NA,NA,"IZJT","Tog080_343","Tg080",NA,"Gates",NA,NA,0.115922335077815,0.0206631771914894,1.278391,4,"Landrace","Guinea","Togo","Tchalo",8.86341,1.11408,NA,"Africa"
NA,NA,"IZJU","Tog112_379","Tg112",NA,"Gates",NA,NA,0.114810728668456,0.022095793822631,1.27853,4,"Landrace","Guinea","Togo","Témédja",7.52635,1.08301,NA,"Africa"
NA,NA,"IZJW","Tog113_403","Tg113",NA,"Gates",NA,NA,0.120894504015036,0.0246639384646424,1.235907,4,"Landrace","Guinea","Togo","Témédja",7.52635,1.08301,NA,"Africa"
NA,NA,"IZJX","Tog128_462","Tg128",NA,"Gates",NA,NA,0.0913821108902682,0.017164182406958,1.119004,5,"Landrace","Guinea","Togo",NA,NA,NA,NA,"Africa"
NA,NA,"IZJY","Tog129_428","Tg129",NA,"Gates",NA,NA,0.117215049641132,0.0238329957267917,1.392557,4,"Landrace","Guinea-bicolor","Togo",NA,NA,NA,NA,"Africa"
NA,NA,"IZJZ","Tog144_444","Tg144",NA,"Gates",NA,NA,0.118213959137663,0.0225463736776721,1.346042,4,"Landrace","Caudatum","Togo",NA,NA,NA,NA,"Africa"
NA,NA,"IZKA","Tog150_314","Tg150",NA,"Gates",NA,NA,0.116948254119892,0.0196976725548687,1.077537,8,"Landrace","Guinea","Togo",NA,NA,NA,NA,"Africa"
NA,NA,"IZKY","SSM205",NA,NA,"Gates",NA,NA,0.105786434635999,0.0208049388017798,1.202388,17,NA,NA,"France",NA,NA,NA,NA,"Europe"
NA,NA,"IZLD","V31_Doua-G",NA,NA,"Gates",NA,NA,0.104099863219114,0.020710583902497,1.181406,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLG","Mal158_488","Ma158","M93","Gates",NA,NA,0.113581960729396,0.0226069373928549,1.229318,17,"Landrace","Bicolor","Mali",NA,NA,NA,NA,"Africa"
NA,NA,"IZLM","Acc220253",NA,NA,"Gates",NA,NA,0.134804225856926,0.0252498180615156,1.301333,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLN","Acc220254",NA,NA,"Gates",NA,NA,0.101871853017048,0.053097703074912,0.701684,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLP","Acc220255",NA,NA,"Gates",NA,NA,0.137093409629291,0.0264836038692629,1.292708,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLQ","Acc220256",NA,NA,"Gates",NA,NA,0.132137518518801,0.0259813381600639,1.329943,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLR","Acc220257",NA,NA,"Gates",NA,NA,0.128100118340078,0.0261818438569086,1.311957,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLS","Acc220259",NA,NA,"Gates",NA,NA,0.129392777442315,0.0249340584961101,1.275312,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLT","Acc220260",NA,NA,"Gates",NA,NA,0.263743886282603,0.0170321537126543,0.987135,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLU","Acc220261",NA,NA,"Gates",NA,NA,0.128136805843934,0.0243566411800407,1.265487,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLW","Acc220262",NA,NA,"Gates",NA,NA,0.125380168365971,0.0239601204187071,1.271973,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLX","Acc220263",NA,NA,"Gates",NA,NA,0.126947110235134,0.022633229071127,1.167019,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLY","Acc220264",NA,NA,"Gates",NA,NA,0.145085961206362,0.0259684502418525,1.25597,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZLZ","Acc220265",NA,NA,"Gates",NA,NA,0.129951020934478,0.0236133287653825,1.235929,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMA","Acc220266",NA,NA,"Gates",NA,NA,0.129786772948581,0.0312600837155121,1.2904,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMB","Acc220267",NA,NA,"Gates",NA,NA,0.134963066387605,0.0277923156538015,1.285611,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMC","Acc220268",NA,NA,"Gates",NA,NA,0.121417196955464,0.0345831468497478,1.127717,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMD","Acc220269",NA,NA,"Gates",NA,NA,0.191658099085377,0.0295900360481758,1.102657,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZME","Acc220270",NA,NA,"Gates",NA,NA,0.128122358232816,0.0246314827205429,1.276672,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMF","Acc220272",NA,NA,"Gates",NA,NA,0.13291788363295,0.0259528471961707,1.305083,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMG","Acc220273",NA,NA,"Gates",NA,NA,0.137397253151402,0.021573976041996,1.227297,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMH","Acc220274",NA,NA,"Gates",NA,NA,0.130392602046652,0.0250361656286139,1.269654,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMI","Acc220275",NA,NA,"Gates",NA,NA,0.128981866306909,0.0236795093853347,1.192221,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMJ","Acc220276",NA,NA,"Gates",NA,NA,0.128506869894548,0.021987707016951,1.195292,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMK","Acc220277",NA,NA,"Gates",NA,NA,0.123976309800042,0.0256956386517181,1.161765,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZML","Acc220278",NA,NA,"Gates",NA,NA,0.130991332126593,0.0245292205492162,1.319459,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMM","Acc220279",NA,NA,"Gates",NA,NA,0.135647123337814,0.0257886903663845,1.295543,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IZMN","Acc220281",NA,NA,"Gates",NA,NA,0.12736650691565,0.02444563294132,1.186181,18,NA,NA,NA,NA,NA,NA,NA,NA
